artist,country,language,place_final,points_final,title,year
Dima Bilan,Russia,English,1.0,272.0,Believe,2008
Miodio,San Marino,Italian,,,Complice,2008
Jelena Tomašević feat. Bora Dugic,Serbia,Serbian,6.0,160.0,Oro,2008
Rebeka Dremelj,Slovenia,Slovenian,,,Vrag Naj Vzame,2008
Rodolfo Chikilicuatre,Spain,Spanish,16.0,55.0,Baila El Chiki Chiki,2008
Charlotte Perrelli,Sweden,English,18.0,47.0,Hero,2008
Paolo Meneguzzi,Switzerland,Italian,,,Era Stupendo,2008
Mor ve Ötesi,Turkey,Turkish,7.0,138.0,Deli,2008
Ani Lorak,Ukraine,English,2.0,230.0,Shady Lady,2008
Andy Abraham,United Kingdom,English,25.0,14.0,Even If,2008
Kejsi Tola,Albania,English,17.0,48.0,Carry Me In Your Dreams,2009
Susanne Georgi,Andorra,"Catalan,English",,,La Teva Decisió (Get A Life),2009
Inga & Anush,Armenia,"English,Armenian",10.0,92.0,Jan Jan,2009
AySel & Arash,Azerbaijan,English,3.0,207.0,Always,2009
Petr Elfimov,Belarus,English,,,Eyes That Never Lie,2009
Copycat,Belgium,English,,,Copycat,2009
Regina,Bosnia & Herzegovina,Bosnian,9.0,106.0,Bistra Voda,2009
Krassimir Avramov,Bulgaria,English,,,Illusion,2009
Igor Cukrov feat. Andrea,Croatia,Croatian,18.0,45.0,Lijepa Tena,2009
Christina Metaxa,Cyprus,English,,,Firefly,2009
Gipsy.cz,Czech Republic,English,,,Aven Romale,2009
Brinck,Denmark,English,13.0,74.0,Believe Again,2009
Urban Symphony,Estonia,Estonian,6.0,129.0,Rändajad,2009
Waldo's People,Finland,English,25.0,22.0,Lose Control,2009
Patricia Kaas,France,French,8.0,107.0,Et S'il Fallait Le Faire,2009
Alex Swings Oscar Sings!,Germany,English,20.0,35.0,Miss Kiss Kiss Bang,2009
Sakis Rouvas,Greece,English,7.0,120.0,This Is Our Night,2009
Zoli Ádok,Hungary,English,,,Dance With Me,2009
Yohanna,Iceland,English,2.0,218.0,Is It True?,2009
Sinéad Mulvey & Black Daisy,Ireland,English,,,Et Cetera,2009
Noa & Mira Awad,Israel,"Arabic,Hebrew,English",16.0,53.0,There Must Be Another Way,2009
Intars Busulis,Latvia,Russian,,,Probka,2009
Sasha Son,Lithuania,"English,Russian",23.0,23.0,Love,2009
Chiara,Malta,English,22.0,31.0,What If We,2009
Nelly Ciobanu,Moldova,"Romanian,English",14.0,69.0,Hora Din Moldova,2009
Andrea Demirovic,Montenegro,English,,,Just Get Out of My Life,2009
The Toppers,Netherlands,English,,,Shine,2009
Next Time,North Macedonia,Macedonian,,,Neshto Shto Ke Ostane,2009
Alexander Rybak,Norway,English,1.0,387.0,Fairytale,2009
Lidia Kopania,Poland,English,,,I Don't Wanna Leave,2009
Flor-de-lis,Portugal,Portuguese,15.0,57.0,Todas As Ruas Do Amor,2009
Elena,Romania,English,19.0,40.0,The Balkan Girls,2009
Anastasia Prikhodko,Russia,"Russian,Ukrainian",11.0,91.0,Mamo,2009
Marko Kon & Milaan,Serbia,Serbian,,,Cipela,2009
Kamil Mikulčík & Nela Pocisková,Slovakia,Slovakian,,,Leť Tmou,2009
Quartissimo feat. Martina,Slovenia,"English,Slovenian",,,Love Symphony,2009
Soraya,Spain,"Spanish,English",24.0,23.0,La Noche Es Para Mí (The Night Is For Me),2009
Malena Ernman,Sweden,"English,French",21.0,33.0,La Voix,2009
Lovebugs,Switzerland,English,,,The Highest Heights,2009
Hadise,Turkey,English,4.0,177.0,Düm Tek Tek,2009
Svetlana Loboda,Ukraine,English,12.0,76.0,Be my Valentine! (Anti-crisis Girl),2009
Jade Ewen,United Kingdom,English,5.0,173.0,It's My Time,2009
Juliana Pasha,Albania,English,16.0,62.0,It's All About You,2010
Eva Rivas,Armenia,English,7.0,141.0,Apricot Stone,2010
Safura,Azerbaijan,English,5.0,145.0,Drip Drop,2010
3+2,Belarus,English,24.0,18.0,Butterflies,2010
Tom Dice,Belgium,English,6.0,143.0,Me And My Guitar,2010
Vukašin Brajić,Bosnia & Herzegovina,English,17.0,51.0,Thunder And Lightning,2010
Miro,Bulgaria,"Bulgarian,English",,,Angel Si Ti,2010
Feminnem,Croatia,Croatian,,,Lako Je Sve,2010
Jon Lilygreen & The Islanders,Cyprus,English,21.0,27.0,Life Looks Better In Spring,2010
Chanée & N'evergreen,Denmark,English,4.0,149.0,In A Moment Like This,2010
Malcolm Lincoln,Estonia,English,,,Siren,2010
Kuunkuiskaajat,Finland,Finnish,,,Työlki Ellää,2010
Jessy Matador,France,French,12.0,82.0,Allez Ola Olé,2010
Sofia Nizharadze,Georgia,English,9.0,136.0,Shine,2010
Lena,Germany,English,1.0,246.0,Satellite,2010
Giorgos Alkaios & Friends,Greece,Greek,8.0,140.0,OPA,2010
Hera Björk,Iceland,"English,French",19.0,41.0,Je Ne Sais Quoi,2010
Niamh Kavanagh,Ireland,English,23.0,25.0,It's For You,2010
Harel Skaat,Israel,Hebrew,14.0,71.0,Milim,2010
Aisha,Latvia,English,,,What For?,2010
InCulto,Lithuania,English,,,Eastern European Funk,2010
Thea Garrett,Malta,English,,,My Dream,2010
Sunstroke Project & Olia Tira,Moldova,English,22.0,27.0,Run Away,2010
Sieneke,Netherlands,Dutch,,,Ik Ben Verliefd (Sha-la-lie),2010
Gjoko Taneski,North Macedonia,Macedonian,,,Jas Ja Imam Silata,2010
Didrik Solli-Tangen,Norway,English,20.0,35.0,My Heart Is Yours,2010
Marcin Mroziński,Poland,"Polish,English",,,Legenda,2010
Filipa Azevedo,Portugal,Portuguese,18.0,43.0,Há Dias Assim,2010
Paula Seling & Ovi,Romania,English,3.0,162.0,Playing With Fire,2010
Peter Nalitch & Friends,Russia,English,11.0,90.0,Lost And Forgotten,2010
Milan Stanković,Serbia,Serbian,13.0,72.0,Ovo Je Balkan,2010
Kristina Pelakova,Slovakia,Slovakian,,,Horehronie,2010
Ansambel Žlindra & Kalamari,Slovenia,Slovenian,,,Narodnozabavni Rock,2010
Daniel Diges,Spain,Spanish,15.0,68.0,Algo Pequeñito (Something Tiny),2010
Anna Bergendahl,Sweden,English,,,This Is My Life,2010
Michael von der Heide,Switzerland,French,,,Il Pleut de L'Or,2010
maNga,Turkey,English,2.0,170.0,We Could Be The Same,2010
Alyosha,Ukraine,English,10.0,108.0,Sweet People,2010
Josh,United Kingdom,English,25.0,10.0,That Sounds Good To Me,2010
Aurela Gaçe,Albania,English,,,Feel The Passion,2011
Emmy,Armenia,English,,,Boom Boom,2011
Nadine Beiler,Austria,English,18.0,64.0,The Secret Is Love,2011
Ell/Nikki,Azerbaijan,English,1.0,221.0,Running Scared,2011
Anastasiya Vinnikova,Belarus,English,,,I Love Belarus,2011
Witloof Bay,Belgium,English,,,With Love Baby,2011
Dino Merlin,Bosnia & Herzegovina,English,6.0,125.0,Love In Rewind,2011
Poli Genova,Bulgaria,Bulgarian,,,Na Inat,2011
Daria,Croatia,English,,,Celebrate,2011
Christos Mylordos,Cyprus,Greek,,,San Aggelos S’Agapisa,2011
A Friend In London,Denmark,English,5.0,134.0,New Tomorrow,2011
Getter Jaani,Estonia,English,24.0,44.0,Rockefeller Street,2011
Paradise Oskar,Finland,English,21.0,57.0,Da Da Dam,2011
Amaury Vassili,France,Corsican,15.0,82.0,Sognu,2011
Eldrine,Georgia,English,9.0,110.0,One More Day,2011
Lena,Germany,English,10.0,107.0,Taken By A Stranger,2011
Loucas Yiorkas feat. Stereo Mike,Greece,"English,Greek",7.0,120.0,Watch My Dance,2011
Kati Wolf,Hungary,"English,Hungarian",22.0,53.0,What About My Dreams?,2011
Sjonni's Friends,Iceland,English,20.0,61.0,Coming Home,2011
Jedward,Ireland,English,8.0,119.0,Lipstick,2011
Dana International,Israel,"Hebrew,English",,,Ding Dong,2011
Raphael Gualazzi,Italy,"Italian,English",2.0,189.0,Madness Of Love,2011
Musiqq,Latvia,English,,,Angel In Disguise,2011
Evelina Sašenko,Lithuania,"English,French",19.0,63.0,C'est Ma Vie,2011
Glen Vella,Malta,English,,,One Life,2011
Zdob și Zdub,Moldova,English,12.0,97.0,So Lucky,2011
3JS,Netherlands,English,,,Never Alone,2011
Vlatko Ilievski,North Macedonia,Macedonian,,,Rusinka,2011
Stella Mwangi,Norway,"English,Swahili",,,Haba Haba,2011
Magdalena Tul,Poland,Polish,,,Jestem,2011
Homens Da Luta,Portugal,Portuguese,,,Luta É Alegria,2011
Hotel FM,Romania,English,17.0,77.0,Change,2011
Alexej Vorobjov,Russia,English,16.0,77.0,Get You,2011
Senit,San Marino,English,,,Stand By,2011
Nina,Serbia,Serbian,14.0,85.0,Čaroban,2011
TWiiNS,Slovakia,English,,,I'm Still Alive,2011
Maja Keuc,Slovenia,English,13.0,96.0,No One,2011
Lucía Pérez,Spain,Spanish,23.0,50.0,Que Me Quiten Lo Bailao - They Can't Take The Fun Away From Me,2011
Eric Saade,Sweden,English,3.0,185.0,Popular,2011
Anna Rossinelli,Switzerland,English,25.0,19.0,In Love For A While,2011
Yüksek Sadakat,Turkey,English,,,Live It Up,2011
Mika Newton,Ukraine,English,4.0,159.0,Angel,2011
Blue,United Kingdom,English,11.0,100.0,I Can,2011
Rona Nishliu,Albania,Albanian,5.0,146.0,Suus,2012
Trackshittaz,Austria,Austrian German,,,Woki Mit Deim Popo,2012
Sabina Babayeva,Azerbaijan,English,4.0,150.0,When The Music Dies,2012
Litesound,Belarus,English,,,We Are The Heroes,2012
Iris,Belgium,English,,,Would You?,2012
Maya Sar,Bosnia & Herzegovina,Bosnian,18.0,55.0,Korake Ti Znam,2012
Sofi Marinova,Bulgaria,Bulgarian,,,Love Unlimited,2012
Nina Badrić,Croatia,Croatian,,,Nebo,2012
Ivi Adamou,Cyprus,English,16.0,65.0,La La Love,2012
Soluna Samay,Denmark,English,23.0,21.0,Should've Known Better,2012
Ott Lepland,Estonia,Estonian,6.0,120.0,Kuula,2012
Pernilla,Finland,Swedish,,,När Jag Blundar,2012
Anggun,France,"French,English",22.0,21.0,Echo (You And I),2012
Anri Jokhadze,Georgia,English,,,I'm A Joker,2012
Roman Lob,Germany,English,8.0,110.0,Standing Still,2012
Eleftheria Eleftheriou,Greece,English,17.0,64.0,Aphrodisiac,2012
Compact Disco,Hungary,English,24.0,19.0,Sound Of Our Hearts,2012
Greta Salóme & Jónsi,Iceland,English,20.0,46.0,Never Forget,2012
Jedward,Ireland,English,19.0,46.0,Waterline,2012
Izabo,Israel,English,,,Time,2012
Nina Zilli,Italy,"English,Italian",9.0,101.0,L'Amore È Femmina (Out Of Love),2012
Anmary,Latvia,English,,,Beautiful Song,2012
Donny Montell,Lithuania,English,14.0,70.0,Love Is Blind,2012
Kurt Calleja,Malta,English,21.0,41.0,This Is The Night,2012
Pasha Parfeny,Moldova,English,11.0,81.0,Lăutar,2012
Rambo Amadeus,Montenegro,English,,,Euro Neuro,2012
Joan Franka,Netherlands,English,,,You And Me,2012
Kaliopi,North Macedonia,Macedonian,13.0,71.0,Crno I Belo,2012
Tooji,Norway,English,26.0,7.0,Stay,2012
Filipa Sousa,Portugal,Portuguese,,,Vida Minha,2012
Mandinga,Romania,"Spanish,English",12.0,71.0,Zaleilah,2012
Buranovskiye Babushki,Russia,"Udmurt,English",2.0,259.0,Party For Everybody,2012
Valentina Monetta,San Marino,English,,,The Social Network Song (Oh Oh – Uh - Oh Oh),2012
Željko Joksimović,Serbia,Serbian,3.0,214.0,Nije Ljubav Stvar,2012
Max Jason Mai,Slovakia,English,,,Don't Close Your Eyes,2012
Eva Boto,Slovenia,Slovenian,,,Verjamem,2012
Pastora Soler,Spain,Spanish,10.0,97.0,Quédate Conmigo (Stay With Me),2012
Loreen,Sweden,English,1.0,372.0,Euphoria,2012
Sinplus,Switzerland,English,,,Unbreakable,2012
Can Bonomo,Turkey,English,7.0,112.0,Love Me Back,2012
Gaitana,Ukraine,English,15.0,65.0,Be My Guest,2012
Engelbert Humperdinck,United Kingdom,English,25.0,12.0,Love Will Set You Free,2012
Adrian Lulgjuraj & Bledar Sejko,Albania,Albanian,,,Identitet,2013
Dorians,Armenia,English,18.0,41.0,Lonely Planet,2013
Natália Kelly,Austria,English,,,Shine,2013
Farid Mammadov,Azerbaijan,English,2.0,234.0,Hold Me,2013
Alyona Lanskaya,Belarus,English,16.0,48.0,Solayoh,2013
Roberto Bellarosa,Belgium,English,12.0,71.0,Love Kills,2013
"Elitsa Todorova, Stoyan Yankulov",Bulgaria,Bulgarian,,,Samo Shampioni (Only Champions),2013
Klapa s mora,Croatia,Croatian,,,Mižerja,2013
Despina Olympiou,Cyprus,Greek,,,An Me Thimasai,2013
Emmelie de Forest,Denmark,English,1.0,281.0,Only Teardrops,2013
Birgit,Estonia,Estonian,20.0,19.0,Et Uus Saaks Alguse,2013
Krista Siegfrids,Finland,English,24.0,13.0,Marry Me,2013
Amandine Bourgeois,France,French,23.0,14.0,L'enfer Et Moi,2013
Nodi Tatishvili & Sophie Gelovani,Georgia,English,15.0,50.0,Waterfall,2013
Cascada,Germany,English,21.0,18.0,Glorious,2013
Koza Mostra feat. Agathon Iakovidis,Greece,Greek,6.0,152.0,Alcohol Is Free,2013
ByeAlex,Hungary,Hungarian,10.0,84.0,Kedvesem (Zoohacker Remix),2013
Eythor Ingi,Iceland,Icelandic,17.0,47.0,Ég Á Líf,2013
Ryan Dolan,Ireland,English,26.0,5.0,Only Love Survives,2013
Moran Mazor,Israel,Hebrew,,,Rak Bishvilo,2013
Marco Mengoni,Italy,Italian,7.0,126.0,L'Essenziale,2013
PeR,Latvia,English,,,Here We Go,2013
Andrius Pojavis,Lithuania,English,22.0,17.0,Something,2013
Gianluca,Malta,English,8.0,120.0,Tomorrow,2013
Aliona Moon,Moldova,Romanian,11.0,71.0,O Mie,2013
Who See,Montenegro,Montenegrin,,,Igranka,2013
Anouk,Netherlands,English,9.0,114.0,Birds,2013
Esma & Lozano,North Macedonia,"Macedonian,Romani",,,Pred Da Se Razdeni,2013
Margaret Berger,Norway,English,4.0,191.0,I Feed You My Love,2013
Cezar,Romania,English,13.0,65.0,It's My Life,2013
Dina Garipova,Russia,English,5.0,174.0,What If,2013
Valentina Monetta,San Marino,Italian,,,Crisalide (Vola),2013
Moje 3,Serbia,Serbian,,,Ljubav Je Svuda,2013
Hannah,Slovenia,English,,,Straight Into Love,2013
ESDM,Spain,Spanish,25.0,8.0,Contigo Hasta El Final (With You Until The End),2013
Robin Stjernberg,Sweden,English,14.0,62.0,You,2013
Takasa,Switzerland,English,,,You And Me,2013
Zlata Ognevich,Ukraine,English,3.0,214.0,Gravity,2013
Bonnie Tyler,United Kingdom,English,19.0,23.0,Believe In Me,2013
Hersi,Albania,English,,,One Night's Anger,2014
Aram MP3,Armenia,English,4.0,174.0,Not Alone,2014
Conchita Wurst,Austria,English,1.0,290.0,Rise Like a Phoenix,2014
Dilara Kazimova,Azerbaijan,English,22.0,33.0,Start A Fire,2014
Teo,Belarus,English,16.0,43.0,Cheesecake,2014
Axel Hirsoux,Belgium,English,,,Mother,2014
Basim,Denmark,English,9.0,74.0,Cliche Love Song,2014
Tanja,Estonia,English,,,Amazing,2014
Softengine,Finland,English,11.0,72.0,Something Better,2014
TWIN TWIN,France,French,26.0,2.0,Moustache,2014
The Shin and Mariko,Georgia,English,,,Three Minutes to Earth,2014
Elaiza,Germany,English,18.0,39.0,Is it right,2014
Freaky Fortune feat. RiskyKidd,Greece,English,20.0,35.0,Rise Up,2014
András Kállay-Saunders,Hungary,English,5.0,143.0,Running,2014
Pollapönk,Iceland,English,15.0,58.0,No Prejudice,2014
Can-Linn (featuring Kasey Smith),Ireland,English,,,Heartbeat,2014
Mei Finegold,Israel,"English,Hebrew",,,Same Heart,2014
Emma,Italy,Italian,21.0,33.0,La Mia Città,2014
Aarzemnieki,Latvia,English,,,Cake To Bake,2014
Vilija Matačiūnaitė,Lithuania,English,,,Attention,2014
Firelight,Malta,English,23.0,32.0,Coming Home,2014
Cristina Scarlat,Moldova,English,,,Wild Soul,2014
Sergej Ćetković,Montenegro,Montenegrin,19.0,37.0,Moj Svijet,2014
The Common Linnets,Netherlands,English,2.0,238.0,Calm After The Storm,2014
Tijana,North Macedonia,English,,,To the Sky,2014
Carl Espen,Norway,English,8.0,88.0,Silent Storm,2014
Donatan & Cleo,Poland,"Polish,English",14.0,62.0,My Słowianie - We Are Slavic,2014
Suzy,Portugal,Portuguese,,,Quero Ser Tua,2014
Paula Seling & OVI,Romania,English,12.0,72.0,Miracle,2014
Tolmachevy Sisters,Russia,English,7.0,89.0,Shine,2014
Valentina Monetta,San Marino,English,24.0,14.0,Maybe (Forse),2014
Tinkara Kovač,Slovenia,"Slovenian,English",25.0,9.0,Round and round,2014
Ruth Lorenzo,Spain,"Spanish,English",10.0,74.0,Dancing in the rain,2014
Sanna Nielsen,Sweden,English,3.0,218.0,Undo,2014
Sebalter,Switzerland,English,13.0,64.0,Hunter Of Stars,2014
Mariya Yaremchuk,Ukraine,English,6.0,113.0,Tick - Tock,2014
Molly,United Kingdom,English,17.0,40.0,Children of the Universe,2014
Elhaida Dani,Albania,English,17.0,34.0,I'm Alive,2015
Genealogy,Armenia,English,16.0,34.0,Face The Shadow,2015
Guy Sebastian,Australia,English,5.0,196.0,Tonight Again,2015
The Makemakes,Austria,English,26.0,0.0,I Am Yours,2015
Elnur Huseynov,Azerbaijan,English,12.0,49.0,Hour Of The Wolf,2015
Uzari&Maimuna,Belarus,English,,,Time,2015
Loïc Nottet,Belgium,English,4.0,217.0,Rhythm Inside,2015
John Karayiannis,Cyprus,English,22.0,11.0,One Thing I Should Have Done,2015
Marta Jandová and Václav Noid Bárta,Czech Republic,English,,,Hope Never Dies,2015
Anti Social Media,Denmark,English,,,The Way You Are,2015
Elina Born & Stig Rästa,Estonia,English,7.0,106.0,Goodbye To Yesterday,2015
Pertti Kurikan Nimipäivät,Finland,Finnish,,,Aina Mun Pitää,2015
Lisa Angell,France,French,25.0,4.0,N'oubliez Pas,2015
Nina Sublatti,Georgia,English,11.0,51.0,Warrior,2015
Ann Sophie,Germany,English,27.0,0.0,Black Smoke,2015
Maria Elena Kyriakou,Greece,English,19.0,23.0,One Last Breath,2015
Boggie,Hungary,English,20.0,19.0,Wars For Nothing,2015
Maria Olafs,Iceland,English,,,Unbroken,2015
Molly Sterling,Ireland,English,,,Playing With Numbers,2015
Nadav Guedj,Israel,English,9.0,97.0,Golden Boy,2015
Il Volo,Italy,Italian,3.0,292.0,Grande Amore,2015
Aminata,Latvia,English,6.0,186.0,Love Injected,2015
Monika Linkytė and Vaidas Baumila,Lithuania,English,18.0,30.0,This Time,2015
Amber,Malta,English,,,Warrior,2015
Eduard Romanyuta,Moldova,English,,,I Want Your Love,2015
Knez,Montenegro,Montenegrin,13.0,44.0,Adio,2015
Trijntje Oosterhuis,Netherlands,English,,,Walk Along,2015
Daniel Kajmakoski,North Macedonia,English,,,Autumn Leaves,2015
Mørland & Debrah Scarlett,Norway,English,8.0,102.0,A Monster Like Me,2015
Monika Kuszyńska,Poland,English,23.0,10.0,In The Name Of Love,2015
Leonor Andrade,Portugal,Portuguese,,,Há Um Mar Que Nos Separa,2015
Voltaj,Romania,"Romanian,English",15.0,35.0,De La Capat/ All Over Again,2015
Polina Gagarina,Russia,English,2.0,303.0,A Million Voices,2015
Anita Simoncini & Michele Perniola,San Marino,English,,,Chain of Lights,2015
Bojana Stamenov,Serbia,English,10.0,53.0,Beauty Never Lies,2015
Maraaya,Slovenia,English,14.0,39.0,Here For You,2015
Edurne,Spain,Spanish,21.0,15.0,Amanecer,2015
Måns Zelmerlöw,Sweden,English,1.0,365.0,Heroes,2015
Mélanie René,Switzerland,English,,,Time To Shine,2015
Electro Velvet,United Kingdom,English,24.0,5.0,Still In Love With You,2015
Eneda Tarifa,Albania,English,,,Fairytale,2016
Iveta Mukuchyan,Armenia,English,7.0,249.0,LoveWave,2016
Dami Im,Australia,English,2.0,511.0,Sound Of Silence,2016
ZOË,Austria,French,13.0,151.0,Loin d'ici,2016
Samra,Azerbaijan,English,17.0,117.0,Miracle,2016
IVAN,Belarus,English,,,Help You Fly,2016
Laura Tesoro,Belgium,English,10.0,181.0,What's The Pressure,2016
Dalal & Deen feat. Ana Rucner and Jala,Bosnia & Herzegovina,Bosnian,,,Ljubav Je,2016
Poli Genova,Bulgaria,"English,Bulgarian",4.0,307.0,If Love Was A Crime,2016
Nina Kraljić,Croatia,English,23.0,73.0,Lighthouse,2016
Minus One,Cyprus,English,21.0,96.0,Alter Ego,2016
Gabriela Gunčíková,Czech Republic,English,25.0,41.0,I Stand,2016
Lighthouse X,Denmark,English,,,Soldiers Of Love,2016
Jüri Pootsmann,Estonia,English,,,Play,2016
Sandhja,Finland,English,,,Sing It Away,2016
Amir,France,"French,English",6.0,257.0,J'ai cherché,2016
Nika Kocharov and Young Georgian Lolitaz,Georgia,English,20.0,104.0,Midnight Gold,2016
Jamie-Lee,Germany,English,26.0,11.0,Ghost,2016
Argo,Greece,"Greek,English,Pontic Greek",,,Utopian Land,2016
Freddie,Hungary,English,19.0,108.0,Pioneer,2016
Greta Salóme,Iceland,English,,,Hear Them Calling,2016
Nicky Byrne,Ireland,English,,,Sunlight,2016
Hovi Star,Israel,English,14.0,135.0,Made Of Stars,2016
Francesca Michielin,Italy,"Italian,English",16.0,124.0,No Degree Of Separation,2016
Justs,Latvia,English,15.0,132.0,Heartbeat,2016
Donny Montell,Lithuania,English,9.0,200.0,I've Been Waiting for This Night,2016
Ira Losco,Malta,English,12.0,153.0,Walk On Water,2016
Lidia Isac,Moldova,English,,,Falling Stars,2016
Highway,Montenegro,English,,,The Real Thing,2016
Douwe Bob,Netherlands,English,11.0,153.0,Slow Down,2016
Kaliopi,North Macedonia,Macedonian,,,Dona,2016
Agnete,Norway,English,,,Icebreaker,2016
Michał Szpak,Poland,English,8.0,229.0,Color Of Your Life,2016
Sergey Lazarev,Russia,English,3.0,491.0,You Are The Only One,2016
Serhat,San Marino,English,,,I Didn't Know,2016
Sanja Vučić ZAA,Serbia,English,18.0,115.0,Goodbye (Shelter),2016
ManuElla,Slovenia,English,,,Blue And Red,2016
Barei,Spain,English,22.0,77.0,Say Yay!,2016
Frans,Sweden,English,5.0,261.0,If I Were Sorry,2016
Rykka,Switzerland,English,,,The Last Of Our Kind,2016
Jamala,Ukraine,"English,Crimean Tatar",1.0,534.0,1944,2016
Joe and Jake,United Kingdom,English,24.0,62.0,You're Not Alone,2016
Lindita,Albania,English,,,World,2017
Artsvik,Armenia,English,18.0,79.0,Fly With Me,2017
Isaiah,Australia,English,9.0,173.0,Don't Come Easy,2017
Nathan Trent,Austria,English,16.0,93.0,Running On Air,2017
Dihaj,Azerbaijan,English,14.0,120.0,Skeletons,2017
Naviband,Belarus,Belarusian,17.0,83.0,Story of My Life,2017
Blanche,Belgium,English,4.0,363.0,City Lights,2017
Kristian Kostov,Bulgaria,English,2.0,615.0,Beautiful Mess,2017
Jacques Houdek,Croatia,"English,Italian",13.0,128.0,My Friend,2017
Hovig,Cyprus,English,21.0,68.0,Gravity,2017
Martina Bárta,Czech Republic,English,,,My Turn,2017
Anja,Denmark,English,20.0,77.0,Where I Am,2017
Koit Toome & Laura,Estonia,English,,,Verona,2017
Norma John,Finland,English,,,Blackbird,2017
Alma,France,"French,English",12.0,135.0,Requiem,2017
Tamara Gachechiladze,Georgia,English,,,Keep The Faith,2017
Levina,Germany,English,25.0,6.0,Perfect Life,2017
Demy,Greece,English,19.0,77.0,This is Love,2017
Joci Pápai,Hungary,Hungarian,8.0,200.0,Origo,2017
Svala,Iceland,English,,,Paper,2017
Brendan Murray,Ireland,English,,,Dying to Try,2017
IMRI,Israel,English,23.0,39.0,I Feel Alive,2017
Francesco Gabbani,Italy,Italian,6.0,334.0,Occidentali's Karma,2017
Triana Park,Latvia,English,,,Line,2017
Fusedmarc,Lithuania,English,,,Rain Of Revolution,2017
Claudia Faniello,Malta,English,,,Breathlessly,2017
Sunstroke Project,Moldova,English,3.0,374.0,Hey Mamma,2017
Slavko Kalezić,Montenegro,English,,,Space,2017
OG3NE,Netherlands,English,11.0,150.0,Lights and Shadows,2017
Jana Burčeska,North Macedonia,English,,,Dance Alone,2017
JOWST,Norway,English,10.0,158.0,Grab The Moment,2017
Kasia Moś,Poland,English,22.0,64.0,Flashlight,2017
Salvador Sobral,Portugal,Portuguese,1.0,758.0,Amar Pelos Dois,2017
Ilinca ft. Alex Florea,Romania,English,7.0,282.0,Yodel It!,2017
Valentina Monetta and Jimmie Wilson,San Marino,English,,,Spirit of the Night,2017
Tijana Bogićević,Serbia,English,,,In Too Deep,2017
Omar Naber,Slovenia,English,,,On My Way,2017
Manel Navarro,Spain,"Spanish,English",26.0,5.0,Do It For Your Lover,2017
Robin Bengtsson,Sweden,English,5.0,344.0,I Can't Go On,2017
Timebelle,Switzerland,English,,,Apollo,2017
O.Torvald,Ukraine,English,24.0,36.0,Time,2017
Lucie Jones,United Kingdom,English,15.0,111.0,Never Give Up On You,2017
Eugent Bushpepa,Albania,Albanian,11.0,184.0,Mall,2018
Sevak Khanagyan,Armenia,Armenian,,,Qami,2018
Jessica Mauboy,Australia,English,20.0,99.0,We Got Love,2018
Cesár Sampson,Austria,English,3.0,342.0,Nobody But You,2018
Aisel,Azerbaijan,English,,,X My Heart,2018
ALEKSEEV,Belarus,English,,,FOREVER,2018
Sennek,Belgium,English,,,A Matter Of Time,2018
EQUINOX,Bulgaria,English,14.0,166.0,Bones,2018
Franka,Croatia,English,,,Crazy,2018
Eleni Foureira,Cyprus,English,2.0,436.0,Fuego,2018
Mikolas Josef,Czech Republic,English,6.0,281.0,Lie To Me,2018
Rasmussen,Denmark,English,9.0,226.0,Higher Ground,2018
Elina Nechayeva,Estonia,Italian,8.0,245.0,La Forza,2018
Saara Aalto,Finland,English,25.0,46.0,Monsters,2018
Madame Monsieur,France,French,13.0,173.0,Mercy,2018
Ethno-Jazz Band Iriao,Georgia,Georgian,,,For You,2018
Michael Schulte,Germany,German,4.0,340.0,You Let Me Walk Alone,2018
Yianna Terzi,Greece,Greek,,,Oniro Mou,2018
AWS,Hungary,Hungarian,21.0,93.0,Viszlát Nyár,2018
Ari Ólafsson,Iceland,English,,,Our Choice,2018
Ryan O'Shaughnessy,Ireland,English,16.0,136.0,Together,2018
Netta,Israel,English,1.0,529.0,TOY,2018
Ermal Meta e Fabrizio Moro,Italy,Italian,5.0,308.0,Non Mi Avete Fatto Niente,2018
Laura Rizzotto,Latvia,English,,,Funny Girl,2018
Ieva Zasimauskaitė,Lithuania,English,12.0,181.0,When We're Old,2018
Christabelle,Malta,English,,,Taboo,2018
DoReDoS,Moldova,English,10.0,209.0,My Lucky Day,2018
Vanja Radovanović,Montenegro,Montenegrin,,,Inje,2018
Waylon,Netherlands,English,18.0,121.0,Outlaw In 'Em,2018
Eye Cue,North Macedonia,English,,,Lost And Found,2018
Alexander Rybak,Norway,English,15.0,144.0,That's How You Write A Song,2018
Gromee feat. Lukas Meijer,Poland,English,,,Light Me Up,2018
Cláudia Pascoal,Portugal,Portuguese,26.0,39.0,O Jardim,2018
The Humans,Romania,English,,,Goodbye,2018
Julia Samoylova,Russia,English,,,I Won't Break,2018
Jessika featuring Jenifer Brening,San Marino,English,,,Who We Are,2018
Sanja Ilić & Balkanika,Serbia,Serbian,19.0,113.0,Nova Deca,2018
Lea Sirk,Slovenia,Slovenian,22.0,64.0,"Hvala, ne!",2018
Amaia y Alfred,Spain,Spanish,23.0,61.0,Tu Canción,2018
Benjamin Ingrosso,Sweden,English,7.0,274.0,Dance You Off,2018
ZiBBZ,Switzerland,English,,,Stones,2018
MELOVIN,Ukraine,English,17.0,130.0,Under The Ladder,2018
